Job_Title,Skills,Education_Level,Preferred_Location,Experience
Product Manager,"User Stories, Stakeholder Management, Jira, Wireframing, Roadmap Planning, Product Strategy, Agile",MBA,Bangalore,11
HR Executive,"Compliance, Employee Relations, HRMS, Recruitment, HR Policies, Exit Formalities, Interview Scheduling",MBA,Remote,4
DevOps Engineer,"Ansible, Terraform, AWS, Monitoring, Linux, Jenkins",B.Tech,Pune,7
System Administrator,"Firewall, Active Directory, Virtualization, Shell Scripting",MCA,Bangalore,7
DevOps Engineer,"Jenkins, CI/CD, Ansible, AWS, Docker",MCA,Bangalore,10
Cloud Engineer,"Azure, Terraform, Docker, Linux",B.Sc,Chennai,2
Full Stack Developer,"CSS, HTML, REST APIs, Git, JavaScript",MBA,Remote,12
Product Manager,"Scrum, A/B Testing, KPIs, Jira, Stakeholder Management",B.Sc,Pune,3
UI/UX Designer,"Adobe XD, Responsive Design, Figma, Wireframes, Prototyping, Sketch, Design Thinking",B.Tech,Remote,11
Machine Learning Engineer,"TensorFlow, Keras, Pandas, Model Deployment",M.Sc,Bangalore,2
HR Executive,"Recruitment, Attendance Management, Payroll, Interview Scheduling, Employee Relations, HR Policies",MCA,Bangalore,4
System Administrator,"Firewall, Monitoring, Active Directory, Shell Scripting, Windows Server, Backup Management",B.Sc,Delhi,2
DevOps Engineer,"CI/CD, Linux, AWS, Docker, Kubernetes, Git, Jenkins",B.Tech,Bangalore,0
Cloud Engineer,"CI/CD, GCP, Docker, Linux, Kubernetes, Terraform",B.Tech,Remote,12
Technical Support Engineer,"Ticketing Systems, Hardware, Customer Support, Windows OS, Email Support, Remote Support, Networking",M.Tech,Remote,5
Cybersecurity Analyst,"Network Security, Vulnerability Assessment, Kali Linux, Firewalls, Risk Assessment, Incident Response, Wireshark",B.Sc,Remote,5
Technical Support Engineer,"Troubleshooting, Remote Support, Networking, Windows OS, Documentation, Email Support, Linux",B.Tech,Delhi,10
Database Administrator,"PostgreSQL, SQL Queries, Oracle, MySQL, Monitoring",B.Tech,Hyderabad,5
Software Engineer,"Python, Algorithms, Git, Debugging",MBA,Chennai,11
AI Researcher,"Research Papers, TensorFlow, PyTorch, Python",MBA,Pune,2
Database Administrator,"Indexing, Database Security, Replication, MySQL, Backup & Recovery, SQL Queries",B.Tech,Pune,7
Frontend Developer,"Responsive Design, Next.js, Bootstrap, Tailwind CSS, Redux, React, JavaScript",M.Tech,Delhi,2
Cybersecurity Analyst,"Firewalls, Vulnerability Assessment, Network Security, Nmap, Incident Response",M.Tech,Remote,2
Data Analyst,"Power BI, Data Cleaning, SQL, Pandas, Data Modeling",MBA,Pune,7
Data Scientist,"SQL, Deep Learning, Python, Pandas, Statistics",M.Sc,Remote,5
DevOps Engineer,"Monitoring, Git, CI/CD, Ansible, Linux, Docker",B.Sc,Mumbai,3
System Administrator,"Backup Management, Networking, Virtualization, DNS, Linux, Windows Server, Firewall",M.Sc,Hyderabad,5
Full Stack Developer,"React, Git, Express.js, Node.js, Docker",B.Sc,Mumbai,7
Business Analyst,"Requirement Gathering, Documentation, Stakeholder Communication, Excel",B.Sc,Bangalore,8
Cybersecurity Analyst,"Firewalls, Ethical Hacking, SIEM, Risk Assessment, Nmap, Kali Linux",B.Tech,Hyderabad,7
QA Engineer,"Selenium, Regression Testing, Performance Testing, Test Cases, TestNG, JIRA, API Testing",B.Tech,Bangalore,1
Database Administrator,"PostgreSQL, Monitoring, Backup & Recovery, Oracle, Indexing, Replication",B.Tech,Chennai,6
Machine Learning Engineer,"Deep Learning, Pandas, TensorFlow, Python",M.Sc,Remote,7
Cloud Engineer,"CI/CD, Kubernetes, Terraform, Monitoring, AWS, Docker",B.Sc,Mumbai,7
QA Engineer,"Regression Testing, Performance Testing, Manual Testing, JIRA",M.Sc,Hyderabad,12
Business Analyst,"Process Modeling, Use Cases, Documentation, Requirement Gathering, SQL, Data Analysis, Power BI",B.Sc,Mumbai,7
UI/UX Designer,"CSS, Wireframes, Design Thinking, Sketch",MCA,Pune,3
Technical Support Engineer,"Remote Support, Troubleshooting, Linux, Windows OS, Customer Support, Email Support",M.Tech,Mumbai,12
Technical Support Engineer,"Customer Support, Networking, Troubleshooting, Linux",B.Sc,Hyderabad,6
AI Researcher,"Computer Vision, PyTorch, ML Frameworks, Mathematical Modeling, Python, Research Papers",B.Sc,Remote,2
Technical Support Engineer,"Troubleshooting, Remote Support, Windows OS, Networking, Documentation, Customer Support, Hardware",MBA,Hyderabad,12
DevOps Engineer,"Monitoring, Kubernetes, Jenkins, Terraform, Linux",M.Tech,Remote,3
Full Stack Developer,"React, Docker, REST APIs, JavaScript",M.Tech,Delhi,3
AI Researcher,"Data Generation, TensorFlow, Python, Research Papers, ML Frameworks",MBA,Remote,1
System Administrator,"Windows Server, Active Directory, Networking, Backup Management, Shell Scripting, Monitoring",MBA,Bangalore,9
Database Administrator,"Replication, Indexing, Database Security, PostgreSQL",B.Tech,Bangalore,10
Technical Support Engineer,"Documentation, Email Support, Hardware, Remote Support, Troubleshooting",MCA,Delhi,11
AI Researcher,"Deep Learning, Data Generation, ML Frameworks, Natural Language Processing, Computer Vision",B.Tech,Pune,8
Business Analyst,"Stakeholder Communication, Process Modeling, Use Cases, SQL, Data Analysis",M.Tech,Pune,8
UI/UX Designer,"Wireframes, User Research, Sketch, Design Thinking, CSS",B.Sc,Pune,7
AI Researcher,"Research Papers, Python, Mathematical Modeling, Deep Learning",M.Tech,Delhi,11
Machine Learning Engineer,"TensorFlow, PyTorch, Keras, ML Algorithms, Python, Model Deployment",M.Tech,Remote,11
Business Analyst,"Requirement Gathering, Documentation, Stakeholder Communication, Power BI",B.Sc,Pune,6
Data Analyst,"Python, Data Cleaning, Pandas, SQL",MBA,Bangalore,3
DevOps Engineer,"CI/CD, Git, Monitoring, Jenkins, Docker",B.Tech,Chennai,3
System Administrator,"Monitoring, Shell Scripting, Networking, Windows Server, Backup Management, Linux",M.Sc,Hyderabad,11
QA Engineer,"TestNG, Manual Testing, Performance Testing, Bug Tracking, JIRA",M.Sc,Pune,0
Cybersecurity Analyst,"Nmap, Firewalls, Wireshark, Incident Response, Risk Assessment, Vulnerability Assessment, Kali Linux",M.Tech,Bangalore,10
Business Analyst,"Use Cases, Process Modeling, Tableau, SQL, Stakeholder Communication",MCA,Bangalore,11
DevOps Engineer,"Terraform, Ansible, Docker, Git, Linux, Monitoring, CI/CD",MBA,Mumbai,4
Machine Learning Engineer,"Python, Pandas, Scikit-Learn, Keras, AWS",M.Sc,Delhi,9
IT Project Manager,"Team Management, Client Communication, Agile, JIRA, Project Planning, Timeline Tracking",MCA,Remote,1
UI/UX Designer,"HTML, Sketch, CSS, Prototyping",MCA,Mumbai,8
Cloud Engineer,"CloudFormation, Terraform, AWS, CI/CD",MBA,Hyderabad,11
QA Engineer,"API Testing, Performance Testing, Test Cases, Selenium",M.Sc,Mumbai,6
Data Analyst,"Data Modeling, Dashboarding, Excel, SQL, Statistics, Power BI",M.Tech,Delhi,5
Technical Support Engineer,"Networking, Ticketing Systems, Remote Support, Hardware, Troubleshooting",B.Sc,Chennai,6
Product Manager,"A/B Testing, Scrum, Product Strategy, Jira, Stakeholder Management, User Stories, Wireframing",MCA,Mumbai,10
Database Administrator,"MySQL, Replication, Monitoring, SQL Queries, Indexing",MBA,Mumbai,4
Product Manager,"Wireframing, Stakeholder Management, User Stories, Agile, A/B Testing, KPIs",MBA,Bangalore,9
Machine Learning Engineer,"Pandas, TensorFlow, Keras, Deep Learning",MBA,Hyderabad,11
Business Analyst,"Documentation, Use Cases, Stakeholder Communication, Data Analysis",B.Tech,Remote,12
UI/UX Designer,"Responsive Design, CSS, Sketch, HTML, Prototyping",M.Sc,Mumbai,3
UI/UX Designer,"Sketch, Design Thinking, Adobe XD, CSS, Responsive Design, Figma",MBA,Mumbai,12
Backend Developer,"AWS, MySQL, Node.js, Spring Boot",MBA,Mumbai,11
Cloud Engineer,"Kubernetes, Monitoring, Linux, Azure, Terraform, CloudFormation",MBA,Pune,1
Full Stack Developer,"HTML, JavaScript, Git, Express.js",MCA,Remote,10
Data Analyst,"Excel, Tableau, Python, Data Cleaning, Statistics, Power BI",M.Tech,Remote,3
Full Stack Developer,"MongoDB, Node.js, REST APIs, HTML, CSS",M.Tech,Pune,9
Machine Learning Engineer,"Model Deployment, AWS, Pandas, Python, Scikit-Learn",M.Sc,Delhi,3
Data Scientist,"NumPy, Pandas, Scikit-Learn, Python",MCA,Bangalore,8
Data Analyst,"SQL, Power BI, Excel, Statistics, Tableau, Dashboarding, Data Modeling",M.Sc,Remote,3
Frontend Developer,"CSS, Redux, Bootstrap, Tailwind CSS, HTML",B.Sc,Hyderabad,3
Product Manager,"User Stories, Stakeholder Management, Wireframing, Agile, Scrum, Jira, A/B Testing",B.Sc,Bangalore,6
System Administrator,"Linux, Monitoring, Virtualization, Active Directory",MCA,Mumbai,4
QA Engineer,"Selenium, Performance Testing, Bug Tracking, API Testing, Automation Testing",B.Sc,Pune,8
Product Manager,"Scrum, User Stories, Wireframing, KPIs",M.Tech,Mumbai,12
Cybersecurity Analyst,"Network Security, Ethical Hacking, Incident Response, Firewalls, Risk Assessment, Kali Linux, Wireshark",B.Tech,Pune,8
HR Executive,"Recruitment, Onboarding, Compliance, Payroll, HRMS, Employee Relations, HR Policies",M.Tech,Chennai,6
HR Executive,"Recruitment, Employee Relations, Payroll, Compliance, HR Policies, Interview Scheduling",B.Sc,Mumbai,1
Business Analyst,"Process Modeling, Tableau, Power BI, Data Analysis, SQL, Use Cases",B.Tech,Bangalore,10
Software Engineer,"SQL, Java, Git, Algorithms",B.Sc,Pune,2
Cloud Engineer,"Kubernetes, Azure, AWS, Linux",MCA,Bangalore,2
Cybersecurity Analyst,"Network Security, Risk Assessment, SIEM, Wireshark, Kali Linux, Firewalls",M.Tech,Delhi,10
Frontend Developer,"Tailwind CSS, JavaScript, Redux, Responsive Design, Next.js, TypeScript, Bootstrap",M.Sc,Bangalore,7
Business Analyst,"Excel, Requirement Gathering, Documentation, Stakeholder Communication, Power BI",M.Tech,Pune,12
Technical Support Engineer,"Troubleshooting, Linux, Networking, Documentation, Hardware, Remote Support, Ticketing Systems",B.Tech,Hyderabad,2
Product Manager,"Roadmap Planning, KPIs, User Stories, A/B Testing, Jira, Product Strategy, Stakeholder Management",M.Sc,Bangalore,2
Technical Support Engineer,"Hardware, Troubleshooting, Ticketing Systems, Linux, Networking, Windows OS",M.Sc,Hyderabad,3
QA Engineer,"Performance Testing, Regression Testing, Bug Tracking, Test Cases",B.Tech,Mumbai,4
Product Manager,"User Stories, Roadmap Planning, Scrum, Product Strategy, KPIs, Jira",B.Tech,Mumbai,0
Data Analyst,"Statistics, Data Modeling, Excel, Tableau, Pandas, Dashboarding",M.Sc,Mumbai,10
Cybersecurity Analyst,"Network Security, Vulnerability Assessment, Kali Linux, Risk Assessment",B.Tech,Chennai,10
Software Engineer,"SQL, System Design, Algorithms, Git",B.Sc,Chennai,1
System Administrator,"Windows Server, Backup Management, Linux, Shell Scripting, DNS, Firewall, Active Directory",MBA,Pune,5
IT Project Manager,"JIRA, Scrum, Team Management, Budget Management",M.Tech,Delhi,7
Machine Learning Engineer,"TensorFlow, Pandas, Scikit-Learn, Model Deployment, Keras, Deep Learning, AWS",B.Tech,Pune,3
Data Scientist,"Python, Deep Learning, NumPy, Scikit-Learn",M.Sc,Bangalore,9
Software Engineer,"System Design, Debugging, Data Structures, Java, Algorithms, Agile, OOP",MBA,Mumbai,1
Machine Learning Engineer,"Python, Scikit-Learn, Model Deployment, TensorFlow, ML Algorithms",MBA,Mumbai,2
Data Scientist,"Matplotlib, Deep Learning, TensorFlow, Statistics, Pandas",B.Tech,Delhi,4
Frontend Developer,"React, Bootstrap, Responsive Design, CSS, Tailwind CSS",M.Sc,Chennai,6
Cybersecurity Analyst,"Risk Assessment, SIEM, Wireshark, Vulnerability Assessment",B.Tech,Pune,12
IT Project Manager,"Timeline Tracking, Budget Management, Team Management, Agile, JIRA, Reporting",B.Sc,Delhi,7
Frontend Developer,"HTML, TypeScript, Redux, Bootstrap, JavaScript, Responsive Design",B.Tech,Mumbai,12
DevOps Engineer,"Kubernetes, Git, Docker, AWS, CI/CD, Ansible, Monitoring",MCA,Remote,10
Data Scientist,"Deep Learning, Scikit-Learn, Matplotlib, Pandas, TensorFlow, Data Visualization, Python",MBA,Bangalore,1
Data Scientist,"Deep Learning, SQL, TensorFlow, Data Visualization",B.Tech,Hyderabad,7
Database Administrator,"Database Security, SQL Queries, Performance Tuning, Monitoring",MBA,Bangalore,6
Business Analyst,"Tableau, Requirement Gathering, Stakeholder Communication, Documentation, Excel, Use Cases, SQL",B.Tech,Bangalore,6
Data Scientist,"Deep Learning, Data Visualization, SQL, Matplotlib",B.Tech,Pune,7
Data Analyst,"Data Cleaning, Tableau, Python, Excel",M.Sc,Mumbai,12
Product Manager,"KPIs, Roadmap Planning, Product Strategy, A/B Testing, Scrum, Stakeholder Management",B.Sc,Chennai,10
Cybersecurity Analyst,"Nmap, Incident Response, Vulnerability Assessment, Firewalls, Risk Assessment",M.Tech,Delhi,4
Cybersecurity Analyst,"SIEM, Risk Assessment, Kali Linux, Firewalls",B.Tech,Delhi,5
System Administrator,"Linux, Firewall, Active Directory, Networking, Virtualization, DNS",B.Sc,Pune,9
Machine Learning Engineer,"Python, AWS, Pandas, Keras",B.Sc,Bangalore,7
Data Scientist,"Deep Learning, Python, TensorFlow, NumPy, Matplotlib, Data Visualization, Statistics",M.Tech,Delhi,5
AI Researcher,"Mathematical Modeling, TensorFlow, Data Generation, Computer Vision, PyTorch, Natural Language Processing, Python",B.Tech,Delhi,9
HR Executive,"Recruitment, Employee Relations, HR Policies, Attendance Management, Onboarding",M.Tech,Remote,0
UI/UX Designer,"Design Thinking, Wireframes, CSS, HTML, Adobe XD, Prototyping, Responsive Design",B.Tech,Pune,6
UI/UX Designer,"Sketch, Wireframes, Prototyping, HTML, Responsive Design, Adobe XD",MBA,Remote,3
Business Analyst,"Stakeholder Communication, SQL, Excel, Use Cases, Requirement Gathering",MCA,Hyderabad,5
Cybersecurity Analyst,"Kali Linux, SIEM, Network Security, Vulnerability Assessment, Firewalls, Ethical Hacking",M.Tech,Bangalore,4
System Administrator,"Active Directory, Linux, Windows Server, Networking, Firewall, Monitoring",MCA,Pune,5
Cybersecurity Analyst,"Ethical Hacking, Nmap, Risk Assessment, Wireshark, Vulnerability Assessment",M.Tech,Pune,12
Cloud Engineer,"CloudFormation, Kubernetes, GCP, AWS",MCA,Chennai,2
DevOps Engineer,"Ansible, Kubernetes, Git, Jenkins",M.Sc,Mumbai,6
Cybersecurity Analyst,"Firewalls, SIEM, Incident Response, Risk Assessment",B.Sc,Hyderabad,7
AI Researcher,"ML Frameworks, Research Papers, Computer Vision, Natural Language Processing",B.Tech,Chennai,0
Data Scientist,"Python, Statistics, TensorFlow, Deep Learning",MCA,Delhi,0
IT Project Manager,"Project Planning, Client Communication, JIRA, Scrum, Timeline Tracking",B.Sc,Hyderabad,12
Full Stack Developer,"HTML, JavaScript, CSS, Node.js, REST APIs, MongoDB",MCA,Hyderabad,6
DevOps Engineer,"Git, Jenkins, Kubernetes, Terraform, Linux, Monitoring",M.Tech,Remote,3
System Administrator,"DNS, Linux, Shell Scripting, Backup Management, Active Directory",B.Sc,Chennai,1
QA Engineer,"Regression Testing, Bug Tracking, Selenium, Test Cases, JIRA, TestNG",B.Sc,Chennai,2
Cloud Engineer,"Terraform, Monitoring, CloudFormation, Linux, Kubernetes",B.Tech,Chennai,8
Software Engineer,"Algorithms, Data Structures, Agile, SQL, System Design, Debugging",B.Sc,Remote,0
Data Scientist,"Scikit-Learn, TensorFlow, Matplotlib, Statistics, Deep Learning, Python, SQL",B.Tech,Mumbai,10
Database Administrator,"PostgreSQL, Database Security, Backup & Recovery, MySQL, Monitoring",MCA,Remote,12
Software Engineer,"Git, Data Structures, Debugging, OOP",MCA,Remote,6
Cloud Engineer,"Azure, GCP, Docker, Terraform",MCA,Chennai,2
Cloud Engineer,"CloudFormation, AWS, Docker, Terraform, Kubernetes",M.Tech,Chennai,6
Database Administrator,"SQL Queries, PostgreSQL, MySQL, Oracle",B.Sc,Chennai,11
Data Scientist,"SQL, Data Visualization, Pandas, Statistics, TensorFlow, Deep Learning, Matplotlib",MBA,Delhi,4
Cloud Engineer,"Kubernetes, Docker, Monitoring, GCP, AWS, Azure, CI/CD",MBA,Pune,3
Data Scientist,"Scikit-Learn, SQL, TensorFlow, Data Visualization, Statistics",M.Sc,Chennai,9
System Administrator,"Shell Scripting, Monitoring, Linux, Active Directory, DNS, Virtualization",B.Tech,Hyderabad,2
Product Manager,"KPIs, Roadmap Planning, Wireframing, Product Strategy, Stakeholder Management, Scrum",M.Tech,Chennai,5
DevOps Engineer,"Git, Terraform, Docker, Ansible, Jenkins",B.Tech,Chennai,2
DevOps Engineer,"Kubernetes, Monitoring, Docker, Jenkins, Terraform, Git, Linux",B.Tech,Hyderabad,3
DevOps Engineer,"CI/CD, Git, Linux, Docker, Jenkins, Monitoring",MCA,Chennai,9
Backend Developer,"Git, Docker, MongoDB, AWS, MySQL",MBA,Delhi,3
Frontend Developer,"Next.js, JavaScript, React, CSS, Redux, Bootstrap",MCA,Remote,5
UI/UX Designer,"Wireframes, CSS, Sketch, Adobe XD, User Research, Design Thinking, Prototyping",M.Sc,Chennai,9
Frontend Developer,"Bootstrap, JavaScript, Responsive Design, CSS, TypeScript, HTML, Next.js",MCA,Chennai,2
QA Engineer,"TestNG, Regression Testing, Automation Testing, Performance Testing, JIRA, Bug Tracking, Test Cases",MBA,Remote,11
Data Scientist,"Scikit-Learn, Deep Learning, SQL, Matplotlib, TensorFlow",M.Sc,Remote,6
Cybersecurity Analyst,"Wireshark, Vulnerability Assessment, Ethical Hacking, Risk Assessment, Network Security, SIEM, Firewalls",B.Tech,Bangalore,9
Frontend Developer,"JavaScript, React, HTML, Tailwind CSS, Responsive Design, Bootstrap, TypeScript",B.Sc,Mumbai,7
Cloud Engineer,"Azure, Terraform, CI/CD, GCP",MCA,Pune,8
DevOps Engineer,"Jenkins, CI/CD, Terraform, AWS, Monitoring",B.Tech,Bangalore,9
Backend Developer,"MongoDB, REST APIs, Docker, Node.js, Spring Boot, MySQL",MCA,Chennai,3
Frontend Developer,"Tailwind CSS, CSS, React, TypeScript, Redux, Responsive Design, HTML",M.Tech,Remote,4
AI Researcher,"ML Frameworks, Data Generation, PyTorch, Python",M.Tech,Bangalore,2
Machine Learning Engineer,"Model Deployment, AWS, TensorFlow, Deep Learning, Pandas, PyTorch, Python",M.Tech,Remote,2
Data Scientist,"Matplotlib, Scikit-Learn, Deep Learning, Statistics, Python, SQL",MCA,Chennai,12
Software Engineer,"Agile, Git, Python, Algorithms, SQL, System Design, Java",M.Sc,Chennai,5
Data Scientist,"Pandas, SQL, NumPy, Scikit-Learn",MBA,Mumbai,0
IT Project Manager,"Team Management, Timeline Tracking, Client Communication, Scrum",B.Tech,Mumbai,1
HR Executive,"Attendance Management, Exit Formalities, HR Policies, HRMS, Employee Relations, Onboarding",B.Tech,Remote,3
Full Stack Developer,"HTML, REST APIs, JavaScript, Docker, CSS, MongoDB",M.Sc,Mumbai,12
IT Project Manager,"Scrum, Project Planning, Agile, Risk Management, Budget Management",MBA,Delhi,1
Full Stack Developer,"CSS, REST APIs, JavaScript, Express.js, MongoDB, HTML, Git",M.Tech,Chennai,6
